,DMA,scores,sd,count,Region,date
105,628,-0.5,3.54,36,"Monroe, LA-El Dorado, AR",6/24/2015 17:22
197,828,0.19,2.13,74,"Monterey-Salinas, CA",6/24/2015 17:22
146,698,-0.62,2.38,45,"Montgomery (Selma), AL",6/24/2015 17:22
129,659,0.5,2.07,319,"Nashville, TN",6/24/2015 17:22
99,622,0.02,2.1,355,"New Orleans, LA",6/24/2015 17:22
2,501,0.27,1.73,1712,"New York, NY",6/24/2015 17:22
45,544,0.17,1.8,269,"Norfolk-Portsmouth-Newport News,VA",6/24/2015 17:22
161,740,0,0,5,"North Platte, NE",6/24/2015 17:22
109,633,0.57,2.25,23,"Odessa-Midland, TX",6/24/2015 17:22
123,650,0.07,2.12,216,"Oklahoma City, OK",6/24/2015 17:22
125,652,0.15,1.79,177,"Omaha, NE",6/24/2015 17:22
35,534,0.16,1.87,363,"Orlando-Daytona Beach-Melbourne, FL",6/24/2015 17:22
107,631,2,1.73,3,"Ottumwa, IA-Kirksville, MO",6/24/2015 17:22
108,632,0.54,1.59,24,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/24/2015 17:22
188,804,-0.09,1.93,64,"Palm Springs, CA",6/24/2015 17:22
126,656,0.26,1.66,23,"Panama City, FL",6/24/2015 17:22
82,597,0.36,1.47,22,"Parkersburg, WV",6/24/2015 17:22
136,675,0.32,1.45,19,"Peoria-Bloomington, IL",6/24/2015 17:22
5,504,0.12,2,622,"Philadelphia, PA",6/24/2015 17:22
166,753,0.13,1.91,654,"Phoenix, AZ",6/24/2015 17:22
9,508,0.38,1.91,176,"Pittsburgh, PA",6/24/2015 17:22
194,820,0.29,2.03,420,"Portland, OR",6/24/2015 17:22
1,500,-0.14,2.14,35,"Portland-Auburn, ME",6/24/2015 17:22
53,552,0,NA,1,"Presque Isle, ME",6/24/2015 17:22
22,521,0.18,2.78,93,"Providence, RI-New Bedford, MA",6/24/2015 17:22
153,717,2.5,3.32,4,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/24/2015 17:22
61,560,0.33,2.2,293,"Raleigh-Durham (Fayetteville), NC",6/24/2015 17:22
174,764,0,1,9,"Rapid City, SD",6/24/2015 17:22
191,811,0.19,1.66,48,"Reno, NV",6/24/2015 17:22
57,556,0.07,1.9,59,"Richmond-Petersburg, VA",6/24/2015 17:22
71,573,-0.02,2.03,51,"Roanoke-Lynchburg, VA",6/24/2015 17:22
92,611,0.75,1.75,8,"Rochester, MN-Mason City, IA-Austin, MN",6/24/2015 17:22
39,538,0.62,1.19,13,"Rochester, NY",6/24/2015 17:22
91,610,0.27,1.14,45,"Rockford, IL",6/24/2015 17:22
200,862,-0.01,2.03,385,"Sacramento-Stockton-Modesto, CA",6/24/2015 17:22
74,576,0.4,2.71,35,"Salisbury, MD",6/24/2015 17:22
178,770,0.07,2.05,191,"Salt Lake City, UT",6/24/2015 17:22
130,661,-1.36,3.83,11,"San Angelo, TX",6/24/2015 17:22
116,641,0.18,2.03,370,"San Antonio, TX",6/24/2015 17:22
196,825,0.26,1.94,400,"San Diego, CA",6/24/2015 17:22
189,807,0.18,1.98,1041,"San Francisco-Oakland-San Jose, CA",6/24/2015 17:22
199,855,0.35,1.87,40,"Santa Barbara-Santa Maria-San Luis Obispo, CA",6/24/2015 17:22
8,507,-0.26,1.94,58,"Savannah, GA",6/24/2015 17:22
193,819,0.24,2.3,450,"Seattle-Tacoma, WA",6/24/2015 17:22
127,657,1.5,3,4,"Sherman, TX-Ada, OK",6/24/2015 17:22
93,612,-0.54,2.49,69,"Shreveport, LA",6/24/2015 17:22
101,624,0.06,1.14,35,"Sioux City, IA",6/24/2015 17:22
157,725,0,0.94,10,"Sioux Falls(Mitchell), SD",6/24/2015 17:22
79,588,0.39,1.89,49,"South Bend-Elkhart, IN",6/24/2015 17:22
203,881,0.76,1.91,42,"Spokane, WA",6/24/2015 17:22
98,619,0.95,2.35,20,"Springfield, MO",6/24/2015 17:22
44,543,0.26,2.74,43,"Springfield-Holyoke, MA",6/24/2015 17:22
90,609,-0.03,1.84,142,"St. Louis, MO",6/24/2015 17:22
56,555,-0.45,2.03,49,"Syracuse, NY",6/24/2015 17:22
31,530,-0.23,1.72,66,"Tallahassee, FL-Thomasville, GA",6/24/2015 17:22
40,539,0.17,2.04,236,"Tampa-St Petersburg (Sarasota), FL",6/24/2015 17:22
76,581,0.36,0.93,14,"Terre Haute, IN",6/24/2015 17:22
48,547,0.11,2.01,112,"Toledo, OH",6/24/2015 17:22
88,605,0.2,1.75,35,"Topeka, KS",6/24/2015 17:22
41,540,0.46,0.97,13,"Traverse City-Cadillac, MI",6/24/2015 17:22
32,531,0.3,1.34,10,"Tri-Cities, TN-VA",6/24/2015 17:22
181,789,-0.07,2.12,119,"Tucson (Sierra Vista), AZ",6/24/2015 17:22
134,671,0.25,1.86,109,"Tulsa, OK",6/24/2015 17:22
172,760,-1,1.41,2,"Twin Falls, ID",6/24/2015 17:22
149,709,0.12,1.37,76,"Tyler-Longview(Lufkin & Nacogdoches), TX",6/24/2015 17:22
27,526,0,1.24,14,"Utica, NY",6/24/2015 17:22
103,626,0.71,2.36,7,"Victoria, TX",6/24/2015 17:22
102,625,0.33,1.81,176,"Waco-Temple-Bryan, TX",6/24/2015 17:22
12,511,0.24,1.98,532,"Washington, DC (Hagerstown, MD)",6/24/2015 17:22
50,549,0,0,2,"Watertown, NY",6/24/2015 17:22
148,705,0,0,6,"Wausau-Rhinelander, WI",6/24/2015 17:22
49,548,0.18,1.5,170,"West Palm Beach-Ft. Pierce, FL",6/24/2015 17:22
55,554,-0.42,1.44,12,"Wheeling, WV-Steubenville, OH",6/24/2015 17:22
104,627,0.38,2.9,24,"Wichita Falls, TX & Lawton, OK",6/24/2015 17:22
138,678,0.58,1.99,95,"Wichita-Hutchinson, KS",6/24/2015 17:22
75,577,0.15,1.92,46,"Wilkes Barre-Scranton, PA",6/24/2015 17:22
51,550,0.5,1.73,12,"Wilmington, NC",6/24/2015 17:22
190,810,0.22,1.8,50,"Yakima-Pasco-Richland-Kennewick, WA",6/24/2015 17:22
37,536,-0.29,2.09,49,"Youngstown, OH",6/24/2015 17:22
179,771,0.29,2.65,28,"Yuma, AZ-El Centro, CA",6/24/2015 17:22
81,596,-1.5,0.71,2,"Zanesville, OH",6/24/2015 17:22
130,662,0.25,2.8,12,"Abilene-Sweetwater, TX",6/25/2015 13:58
26,525,0.25,1.26,4,"Albany, GA",6/25/2015 13:58
33,532,0.37,1.24,46,"Albany-Schenectady-Troy, NY",6/25/2015 13:58
179,790,0.24,2.35,113,"Albuquerque-Santa Fe, NM",6/25/2015 13:58
119,644,0.78,2.33,9,"Alexandria, LA",6/25/2015 13:58
78,583,0,0,6,"Alpena, MI",6/25/2015 13:58
110,634,0.3,1.3,20,"Amarillo, TX",6/25/2015 13:58
25,524,0.02,2.06,521,"Atlanta, GA",6/25/2015 13:58
21,520,0.37,2.07,38,"Augusta, GA",6/25/2015 13:58
111,635,0.22,2.01,325,"Austin, TX",6/25/2015 13:58
181,800,0.23,1.68,81,"Bakersfield, CA",6/25/2015 13:58
13,512,0.06,2.32,249,"Baltimore, MD",6/25/2015 13:58
38,537,-0.44,1.33,9,"Bangor, ME",6/25/2015 13:58
150,716,-0.39,2.23,139,"Baton Rouge, LA",6/25/2015 13:58
143,692,0.01,1.92,72,"Beaumont-Port Arthur, TX",6/25/2015 13:58
192,821,1.33,1.53,3,"Bend, OR",6/25/2015 13:58
165,756,0,0,6,"Billings, MT",6/25/2015 13:58
159,746,-0.29,2.19,42,"Biloxi-Gulfport, MS",6/25/2015 13:58
3,502,-1.14,1.46,7,"Binghamton, NY",6/25/2015 13:58
107,630,0.29,1.62,122,"Birmingham, AL",6/25/2015 13:58
60,559,0,0,2,"Bluefield-Beckley-Oak Hill, WV",6/25/2015 13:58
166,757,0.05,1.84,22,"Boise, ID",6/25/2015 13:58
7,506,0.17,1.93,430,"Boston, MA-Manchester, NH",6/25/2015 13:58
157,736,-0.15,0.95,27,"Bowling Green, KY",6/25/2015 13:58
15,514,0.2,1.71,152,"Buffalo, NY",6/25/2015 13:58
24,523,0.31,1.01,16,"Burlington, VT-Plattsburgh, NY",6/25/2015 13:58
164,754,-0.8,1.92,5,"Butte-Bozeman, MT",6/25/2015 13:58
174,767,0.6,1.34,5,"Casper-Riverton, WY",6/25/2015 13:58
113,637,0.71,2.11,51,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",6/25/2015 13:58
120,648,-0.16,2.04,88,"Champaign & Springfield-Decatur,IL",6/25/2015 13:58
20,519,-0.22,2.57,68,"Charleston, SC",6/25/2015 13:58
64,564,0.65,2.68,26,"Charleston-Huntington, WV",6/25/2015 13:58
18,517,0.21,2.06,298,"Charlotte, NC",6/25/2015 13:58
79,584,0,2.83,5,"Charlottesville, VA",6/25/2015 13:58
73,575,-0.19,1.99,43,"Chattanooga, TN",6/25/2015 13:58
168,759,-1.57,2.15,7,"Cheyenne, WY-Scottsbluff, NE",6/25/2015 13:58
86,602,0.21,1.99,1181,"Chicago, IL",6/25/2015 13:58
199,868,0.96,3.07,24,"Chico-Redding, CA",6/25/2015 13:58
16,515,-0.14,1.74,175,"Cincinnati, OH",6/25/2015 13:58
84,598,0.25,0.71,8,"Clarksburg-Weston, WV",6/25/2015 13:58
11,510,0.05,2.01,575,"Cleveland-Akron (Canton), OH",6/25/2015 13:58
162,752,0.62,2.07,71,"Colorado Springs-Pueblo, CO",6/25/2015 13:58
47,546,0.05,2.67,39,"Columbia, SC",6/25/2015 13:58
88,604,-0.43,2.15,7,"Columbia-Jefferson City, MO",6/25/2015 13:58
23,522,0.49,2.37,49,"Columbus, GA",6/25/2015 13:58
36,535,0.08,2.34,324,"Columbus, OH",6/25/2015 13:58
134,673,-0.38,1.69,8,"Columbus-Tupelo-West Point, MS",6/25/2015 13:58
85,600,0.04,1.95,100,"Corpus Christi, TX",6/25/2015 13:58
101,623,0.17,2.11,1355,"Dallas-Ft. Worth, TX",6/25/2015 13:58
139,682,-0.23,2.26,47,"Davenport,IA-Rock Island-Moline,IL",6/25/2015 13:58
43,542,0.33,2.04,96,"Dayton, OH",6/25/2015 13:58
161,751,0.35,2.26,271,"Denver, CO",6/25/2015 13:58
138,679,0.32,1.65,72,"Des Moines-Ames, IA",6/25/2015 13:58
6,505,0.11,2.15,558,"Detroit, MI",6/25/2015 13:58
90,606,0.33,1.37,6,"Dothan, AL",6/25/2015 13:58
136,676,0.81,2.34,16,"Duluth, MN-Superior, WI",6/25/2015 13:58
172,765,0.45,1.93,64,"El Paso, TX",6/25/2015 13:58
65,565,0.14,1.17,14,"Elmira, NY",6/25/2015 13:58
17,516,0.14,1.54,35,"Erie, PA",6/25/2015 13:58
182,801,0.51,1.77,61,"Eugene, OR",6/25/2015 13:58
183,802,-1.75,2.87,4,"Eureka, CA",6/25/2015 13:58
121,649,-0.15,1.48,41,"Evansville, IN",6/25/2015 13:58
154,724,0.32,1.67,19,"Fargo-Valley City, ND",6/25/2015 13:58
14,513,-0.52,2.15,50,"Flint-Saginaw-Bay City, MI",6/25/2015 13:58
69,570,0.08,1.66,66,"Florence-Myrtle Beach, SC",6/25/2015 13:58
198,866,0.12,2.17,195,"Fresno-Visalia, CA",6/25/2015 13:58
70,571,0.48,1.72,54,"Ft. Myers-Naples, FL",6/25/2015 13:58
132,670,0.31,2.79,29,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",6/25/2015 13:58
10,509,0.08,1.84,75,"Ft. Wayne, IN",6/25/2015 13:58
81,592,0.57,2.24,14,"Gainesville, FL",6/25/2015 13:58
180,798,0,NA,1,"Glendive, MT",6/25/2015 13:58
177,773,2.5,3.32,4,"Grand Junction-Montrose, CO",6/25/2015 13:58
63,563,-0.22,2.09,105,"Grand Rapids-Kalamazoo-Battle Creek, MI",6/25/2015 13:58
127,658,0.38,2.18,29,"Green Bay-Appleton, WI",6/25/2015 13:58
19,518,-0.04,2.16,128,"Greensboro-High Point-Winston Salem, NC",6/25/2015 13:58
46,545,-0.15,2.3,27,"Greenville-New Bern-Washington, NC",6/25/2015 13:58
67,567,0.05,1.52,77,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6/25/2015 13:58
112,636,0.29,2.11,129,"Harlingen-Weslaco-Brownsville-McAllen, TX",6/25/2015 13:58
66,566,0.17,1.45,46,"Harrisburg-Lancaster-Lebanon-York, PA",6/25/2015 13:58
68,569,0,2.16,4,"Harrisonburg, VA",6/25/2015 13:58
34,533,0.16,1.81,127,"Hartford & New Haven, CT",6/25/2015 13:58
149,710,-0.43,1.13,7,"Hattiesburg-Laurel, MS",6/25/2015 13:58
173,766,0,0,2,"Helena, MT",6/25/2015 13:58
98,618,0.18,1.85,897,"Houston, TX",6/25/2015 13:58
142,691,-0.02,1.77,41,"Huntsville-Decatur (Florence), AL",6/25/2015 13:58
167,758,-0.06,2.54,17,"Idaho Falls-Pocatello, ID",6/25/2015 13:58
28,527,0.19,2.08,331,"Indianapolis, IN",6/25/2015 13:58
152,718,0.29,1.91,90,"Jackson, MS",6/25/2015 13:58
114,639,0.5,2.95,6,"Jackson, TN",6/25/2015 13:58
62,561,0.33,0.89,12,"Jacksonville, FL",6/25/2015 13:58
72,574,0.23,1.64,13,"Johnstown-Altoona, PA",6/25/2015 13:58
156,734,0.6,0.89,5,"Jonesboro, AR",6/25/2015 13:58
87,603,0.5,1.41,8,"Joplin, MO-Pittsburg, KS",6/25/2015 13:58
96,616,0.4,1.96,210,"Kansas City, MO",6/25/2015 13:58
58,557,0.16,2.17,77,"Knoxville, TN",6/25/2015 13:58
146,702,0.08,0.29,12,"La Crosse-Eau Claire, WI",6/25/2015 13:58
77,582,0.37,2.17,19,"Lafayette, IN",6/25/2015 13:58
117,642,-0.32,2.25,59,"Lafayette, LA",6/25/2015 13:58
118,643,0.41,3.18,17,"Lake Charles, LA",6/25/2015 13:58
52,551,0.19,2.26,69,"Lansing, MI",6/25/2015 13:58
160,749,-0.5,1.65,14,"Laredo, TX",6/25/2015 13:58
195,839,0.28,2.3,247,"Las Vegas, NV",6/25/2015 13:58
42,541,0.93,2.1,29,"Lexington, KY",6/25/2015 13:58
59,558,0.4,1.5,15,"Lima, OH",6/25/2015 13:58
153,722,0,1.6,41,"Lincoln & Hastings-Kearney, NE",6/25/2015 13:58
144,693,0.55,2.01,82,"Little Rock-Pine Bluff, AR",6/25/2015 13:58
184,803,0.2,1.93,3042,"Los Angeles, CA",6/25/2015 13:58
30,529,0.13,2.06,101,"Louisville, KY",6/25/2015 13:58
123,651,0.42,2.25,31,"Lubbock, TX",6/25/2015 13:58
4,503,0.34,1.6,38,"Macon, GA",6/25/2015 13:58
131,669,0.58,1.31,12,"Madison, WI",6/25/2015 13:58
158,737,0.5,0.93,8,"Mankato, MN",6/25/2015 13:58
54,553,0,0,2,"Marquette, MI",6/25/2015 13:58
189,813,0.55,1.44,33,"Medford-Klamath Falls, OR",6/25/2015 13:58
115,640,0.13,2.31,142,"Memphis, TN",6/25/2015 13:58
29,528,0.09,2.31,526,"Miami-Ft. Lauderdale, FL",6/25/2015 13:58
97,617,0.21,2.11,218,"Milwaukee, WI",6/25/2015 13:58
95,613,0.4,1.98,240,"Minneapolis-St. Paul, MN",6/25/2015 13:58
141,687,0.64,2.34,11,"Minot-Bismarck-Dickinson(Williston), ND",6/25/2015 13:58
170,762,0.62,2.67,8,"Missoula, MT",6/25/2015 13:58
140,686,-0.04,2.02,113,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",6/25/2015 13:58
106,628,0.1,1.16,52,"Monroe, LA-El Dorado, AR",6/25/2015 13:58
194,828,0.58,2.22,81,"Monterey-Salinas, CA",6/25/2015 13:58
145,698,-0.19,2.13,37,"Montgomery (Selma), AL",6/25/2015 13:58
128,659,0.25,2.21,268,"Nashville, TN",6/25/2015 13:58
100,622,0.11,1.68,308,"New Orleans, LA",6/25/2015 13:58
2,501,0.27,1.8,1611,"New York, NY",6/25/2015 13:58
45,544,0.2,1.96,249,"Norfolk-Portsmouth-Newport News,VA",6/25/2015 13:58
109,633,-0.03,1.68,31,"Odessa-Midland, TX",6/25/2015 13:58
122,650,0.43,1.6,187,"Oklahoma City, OK",6/25/2015 13:58
124,652,0.36,1.88,115,"Omaha, NE",6/25/2015 13:58
35,534,0.03,1.96,305,"Orlando-Daytona Beach-Melbourne, FL",6/25/2015 13:58
108,632,0.24,1.56,25,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/25/2015 13:58
185,804,0.05,2.45,80,"Palm Springs, CA",6/25/2015 13:58
125,656,-0.17,1.05,24,"Panama City, FL",6/25/2015 13:58
83,597,-1.25,1.6,12,"Parkersburg, WV",6/25/2015 13:58
135,675,-0.64,3.67,11,"Peoria-Bloomington, IL",6/25/2015 13:58
5,504,0.04,2.28,605,"Philadelphia, PA",6/25/2015 13:58
163,753,0.33,1.87,618,"Phoenix, AZ",6/25/2015 13:58
9,508,0.19,2.08,151,"Pittsburgh, PA",6/25/2015 13:58
191,820,0.38,2.17,393,"Portland, OR",6/25/2015 13:58
1,500,0.46,1.54,35,"Portland-Auburn, ME",6/25/2015 13:58
53,552,-2,NA,1,"Presque Isle, ME",6/25/2015 13:58
22,521,-0.15,1.82,132,"Providence, RI-New Bedford, MA",6/25/2015 13:58
151,717,0.4,0.89,5,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/25/2015 13:58
61,560,0.07,2.09,246,"Raleigh-Durham (Fayetteville), NC",6/25/2015 13:58
171,764,0.08,2.63,13,"Rapid City, SD",6/25/2015 13:58
188,811,-0.14,1.95,66,"Reno, NV",6/25/2015 13:58
57,556,-0.19,2.48,58,"Richmond-Petersburg, VA",6/25/2015 13:58
71,573,0.23,1.03,26,"Roanoke-Lynchburg, VA",6/25/2015 13:58
93,611,0.75,2.12,8,"Rochester, MN-Mason City, IA-Austin, MN",6/25/2015 13:58
39,538,0.28,2.05,25,"Rochester, NY",6/25/2015 13:58
92,610,0,2.1,30,"Rockford, IL",6/25/2015 13:58
197,862,0.19,1.95,425,"Sacramento-Stockton-Modesto, CA",6/25/2015 13:58
74,576,0.4,1.83,35,"Salisbury, MD",6/25/2015 13:58
175,770,0.27,1.98,226,"Salt Lake City, UT",6/25/2015 13:58
129,661,0,1.76,12,"San Angelo, TX",6/25/2015 13:58
116,641,0.19,1.93,400,"San Antonio, TX",6/25/2015 13:58
193,825,0.28,1.92,398,"San Diego, CA",6/25/2015 13:58
186,807,0.23,1.85,1062,"San Francisco-Oakland-San Jose, CA",6/25/2015 13:58
196,855,0.56,1.66,36,"Santa Barbara-Santa Maria-San Luis Obispo, CA",6/25/2015 13:58
8,507,-0.09,2.3,79,"Savannah, GA",6/25/2015 13:58
190,819,0.1,2.01,497,"Seattle-Tacoma, WA",6/25/2015 13:58
126,657,0.94,2.68,17,"Sherman, TX-Ada, OK",6/25/2015 13:58
94,612,-0.17,1.6,59,"Shreveport, LA",6/25/2015 13:58
102,624,0.92,1.08,12,"Sioux City, IA",6/25/2015 13:58
155,725,0.33,1.65,21,"Sioux Falls(Mitchell), SD",6/25/2015 13:58
80,588,0.6,1.98,45,"South Bend-Elkhart, IN",6/25/2015 13:58
200,881,-0.13,2.05,46,"Spokane, WA",6/25/2015 13:58
99,619,0.87,1.81,15,"Springfield, MO",6/25/2015 13:58
44,543,0.03,2.37,60,"Springfield-Holyoke, MA",6/25/2015 13:58
91,609,0.33,2.28,123,"St. Louis, MO",6/25/2015 13:58
56,555,0.28,1.28,29,"Syracuse, NY",6/25/2015 13:58
31,530,-0.13,1.82,46,"Tallahassee, FL-Thomasville, GA",6/25/2015 13:58
40,539,0.25,2.1,182,"Tampa-St Petersburg (Sarasota), FL",6/25/2015 13:58
76,581,-0.4,2.41,10,"Terre Haute, IN",6/25/2015 13:58
48,547,0.38,2.11,124,"Toledo, OH",6/25/2015 13:58
89,605,-0.17,2.04,23,"Topeka, KS",6/25/2015 13:58
41,540,0.71,2.56,7,"Traverse City-Cadillac, MI",6/25/2015 13:58
32,531,1.5,2.13,16,"Tri-Cities, TN-VA",6/25/2015 13:58
178,789,0.08,2.25,105,"Tucson (Sierra Vista), AZ",6/25/2015 13:58
133,671,0.14,1.75,96,"Tulsa, OK",6/25/2015 13:58
169,760,1,1.73,3,"Twin Falls, ID",6/25/2015 13:58
148,709,0.38,1.8,65,"Tyler-Longview(Lufkin & Nacogdoches), TX",6/25/2015 13:58
27,526,-0.58,1.08,12,"Utica, NY",6/25/2015 13:58
104,626,-0.83,1.92,18,"Victoria, TX",6/25/2015 13:58
103,625,0.14,1.81,131,"Waco-Temple-Bryan, TX",6/25/2015 13:58
12,511,0.18,2.02,511,"Washington, DC (Hagerstown, MD)",6/25/2015 13:58
50,549,-1,3.61,3,"Watertown, NY",6/25/2015 13:58
147,705,0,0,2,"Wausau-Rhinelander, WI",6/25/2015 13:58
49,548,0.32,1.71,117,"West Palm Beach-Ft. Pierce, FL",6/25/2015 13:58
55,554,0,0,8,"Wheeling, WV-Steubenville, OH",6/25/2015 13:58
105,627,0.08,2.22,25,"Wichita Falls, TX & Lawton, OK",6/25/2015 13:58
137,678,-0.01,1.65,79,"Wichita-Hutchinson, KS",6/25/2015 13:58
75,577,0.3,1.59,33,"Wilkes Barre-Scranton, PA",6/25/2015 13:58
51,550,0.71,1.25,7,"Wilmington, NC",6/25/2015 13:58
187,810,0.05,2.02,40,"Yakima-Pasco-Richland-Kennewick, WA",6/25/2015 13:58
37,536,0.21,1.39,34,"Youngstown, OH",6/25/2015 13:58
176,771,-0.13,2.22,38,"Yuma, AZ-El Centro, CA",6/25/2015 13:58
82,596,1,2,4,"Zanesville, OH",6/25/2015 13:58
132,662,1.09,1.92,11,"Abilene-Sweetwater, TX",6/27/2015 13:18
26,525,-1.56,3.28,9,"Albany, GA",6/27/2015 13:18
33,532,-0.17,1.42,59,"Albany-Schenectady-Troy, NY",6/27/2015 13:18
184,790,0.33,1.65,147,"Albuquerque-Santa Fe, NM",6/27/2015 13:18
120,644,0.53,1.01,17,"Alexandria, LA",6/27/2015 13:18
77,583,2,NA,1,"Alpena, MI",6/27/2015 13:18
110,634,0.18,1.84,33,"Amarillo, TX",6/27/2015 13:18
25,524,0.19,2.01,546,"Atlanta, GA",6/27/2015 13:18
21,520,-0.21,2.4,24,"Augusta, GA",6/27/2015 13:18
111,635,0.24,1.67,339,"Austin, TX",6/27/2015 13:18
185,800,-0.48,2.35,90,"Bakersfield, CA",6/27/2015 13:18
13,512,-0.22,2.06,317,"Baltimore, MD",6/27/2015 13:18
38,537,0.67,1.15,3,"Bangor, ME",6/27/2015 13:18
153,716,0.33,2.46,110,"Baton Rouge, LA",6/27/2015 13:18
145,692,-0.08,1.68,74,"Beaumont-Port Arthur, TX",6/27/2015 13:18
196,821,0.71,1.89,7,"Bend, OR",6/27/2015 13:18
170,756,-0.06,1.73,16,"Billings, MT",6/27/2015 13:18
163,746,0,0.79,17,"Biloxi-Gulfport, MS",6/27/2015 13:18
3,502,0.12,1.13,8,"Binghamton, NY",6/27/2015 13:18
106,630,0.12,1.81,128,"Birmingham, AL",6/27/2015 13:18
59,559,0.33,0.71,9,"Bluefield-Beckley-Oak Hill, WV",6/27/2015 13:18
171,757,0.61,1.89,36,"Boise, ID",6/27/2015 13:18
7,506,0.15,1.74,421,"Boston, MA-Manchester, NH",6/27/2015 13:18
160,736,0.59,1.66,17,"Bowling Green, KY",6/27/2015 13:18
15,514,0.07,2.26,192,"Buffalo, NY",6/27/2015 13:18
24,523,0.47,1.65,32,"Burlington, VT-Plattsburgh, NY",6/27/2015 13:18
168,754,0,3.27,4,"Butte-Bozeman, MT",6/27/2015 13:18
179,767,0,0,5,"Casper-Riverton, WY",6/27/2015 13:18
113,637,0.02,1.46,53,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",6/27/2015 13:18
122,648,0.02,2.08,40,"Champaign & Springfield-Decatur,IL",6/27/2015 13:18
20,519,0.42,2.39,31,"Charleston, SC",6/27/2015 13:18
63,564,0.15,2.15,26,"Charleston-Huntington, WV",6/27/2015 13:18
18,517,0.31,2.13,280,"Charlotte, NC",6/27/2015 13:18
78,584,0.17,2.4,6,"Charlottesville, VA",6/27/2015 13:18
72,575,0.15,1.81,75,"Chattanooga, TN",6/27/2015 13:18
173,759,-0.5,1,4,"Cheyenne, WY-Scottsbluff, NE",6/27/2015 13:18
85,602,0.28,1.89,1123,"Chicago, IL",6/27/2015 13:18
203,868,0.65,1.91,34,"Chico-Redding, CA",6/27/2015 13:18
16,515,0.18,1.82,172,"Cincinnati, OH",6/27/2015 13:18
83,598,1,2,4,"Clarksburg-Weston, WV",6/27/2015 13:18
11,510,0.11,2.16,589,"Cleveland-Akron (Canton), OH",6/27/2015 13:18
166,752,0.71,2.11,62,"Colorado Springs-Pueblo, CO",6/27/2015 13:18
47,546,0.35,2.25,72,"Columbia, SC",6/27/2015 13:18
